Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied/Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Tenure in weeks,rating_missing,yearly_purchase_rate,consistency_score,consistent,clv_score,clv_tier,dependency_score,loyalty_score,loyalty_tier,customer_segment,satisfaction_tier
383,28,Male,Jeans,Clothing,76,California,M,Winter,3.2,Yes,Store Pickup,Yes,47,PayPal,Quarterly,611.0,0,4,0.4839508618981573,1,0.5607043788389142,High,0.5160491381018427,0.657142857142857,High,Loyal: Promo Dependent,Neutral
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Fall,3.7,Yes,Standard,Yes,6,PayPal,Quarterly,78.0,1,4,0.0655835149593818,0,0.2291355012878938,Low,0.9344164850406182,0.07142857142857142,Low,Casual: Bargain Hunter,Neutral
385,70,Male,Sweater,Clothing,33,California,M,Fall,4.5,Yes,2-Day Shipping,Yes,6,Venmo,Annually,312.0,0,1,0.05102040816326531,0,0.08144132653061226,Low,0.9489795918367347,0.07142857142857142,Low,Casual: Bargain Hunter,Highly Satisfied
386,67,Male,Shorts,Clothing,93,West Virginia,S,Fall,2.7,Yes,Next Day Air,Yes,12,Credit Card,Bi-Weekly,6.0,0,104,0.6122448979591837,1,0.6679209183673469,High,0.3877551020408163,0.15714285714285714,Low,Loyal: Promo Dependent,Dissatisfied
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Spring,3.4,Yes,Express,Yes,40,PayPal,Quarterly,520.0,0,4,0.41252229046958583,1,0.3879365216960571,Mid,0.5874777095304142,0.557142857142857,Mid,Loyal: Promo Dependent,Neutral
388,45,Male,Coat,Outerwear,93,Georgia,L,Summer,4.6,Yes,Store Pickup,Yes,38,PayPal,Fortnightly,76.0,0,26,0.4989102437091341,1,0.6151172726372103,High,0.5010897562908658,0.5285714285714285,Mid,Loyal: Promo Dependent,Highly Satisfied
389,22,Male,Handbag,Accessories,82,Washington,M,Summer,2.7,Yes,Store Pickup,Yes,10,PayPal,Quarterly,130.0,0,4,0.10639984148999404,0,0.27741356251238364,Low,0.893600158510006,0.12857142857142856,Low,Casual: Bargain Hunter,Dissatisfied
390,27,Male,Boots,Footwear,42,Virginia,L,Spring,4.2,Yes,Standard,Yes,28,Bank Transfer,Monthly,112.0,0,12,0.3289082623340598,0,0.32653680404200514,Mid,0.6710917376659402,0.3857142857142857,Low,Casual: Bargain Hunter,Highly Satisfied
391,25,Male,Gloves,Accessories,71,Indiana,M,Winter,3.2,Yes,2-Day Shipping,Yes,19,PayPal,Annually,988.0,0,1,0.18367346938775508,0,0.3063137755102041,Low,0.8163265306122449,0.2571428571428571,Low,Casual: Bargain Hunter,Neutral
392,37,Male,Sweater,Clothing,86,Minnesota,L,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,50.0,0,26,0.36625718248464434,1,0.48711982365761836,Mid,0.6337428175153557,0.3428571428571428,Low,Loyal: Promo Dependent,Highly Satisfied
394,33,Male,Shoes,Footwear,65,Vermont,L,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,12.0,0,26,0.17237963146423618,0,0.26639278284129186,Low,0.8276203685357638,0.07142857142857142,Low,Casual: Bargain Hunter,Highly Satisfied
395,43,Male,Scarf,Accessories,29,North Dakota,M,Spring,4.8,Yes,Store Pickup,Yes,7,Debit Card,Bi-Weekly,3.5,0,104,0.5612244897959183,1,0.4271045918367347,Mid,0.4387755102040817,0.0857142857142857,Low,Loyal: Promo Dependent,Highly Satisfied
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Winter,4.9,Yes,Store Pickup,Yes,2,PayPal,Annually,104.0,0,1,0.01020408163265306,0,0.14878826530612244,Low,0.9897959183673469,0.014285714285714284,Low,Casual: Bargain Hunter,Highly Satisfied
397,46,Male,Dress,Clothing,88,South Carolina,S,Fall,3.9,Yes,Standard,Yes,24,Bank Transfer,Annually,1248.0,0,1,0.2346938775510204,0,0.4002551020408164,Mid,0.7653061224489797,0.3285714285714285,Low,Casual: Bargain Hunter,Neutral
399,20,Male,Boots,Footwear,67,Montana,S,Winter,4.6,Yes,Free Shipping,Yes,25,Debit Card,Quarterly,325.0,0,4,0.25946106597978996,0,0.35298754210422034,Mid,0.74053893402021,0.3428571428571428,Low,Casual: Bargain Hunter,Highly Satisfied
400,60,Male,Scarf,Accessories,35,Idaho,L,Fall,3.5,Yes,2-Day Shipping,Yes,10,Debit Card,Monthly,40.0,0,12,0.14523479294630473,0,0.15772302853180106,Low,0.8547652070536953,0.12857142857142856,Low,Casual: Bargain Hunter,Neutral
401,39,Male,Boots,Footwear,66,Utah,M,Winter,4.8,Yes,Free Shipping,Yes,14,PayPal,Fortnightly,28.0,0,26,0.25401228452546065,0,0.33482390529027145,Mid,0.7459877154745393,0.18571428571428567,Low,Casual: Bargain Hunter,Highly Satisfied
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,273.0,0,4,0.2186447394491777,0,0.3953344808797305,Mid,0.7813552605508223,0.28571428571428564,Low,Casual: Bargain Hunter,Highly Satisfied
403,31,Male,Backpack,Accessories,78,California,L,Fall,3.0,Yes,Express,Yes,26,PayPal,Monthly,104.0,0,12,0.30850009906875364,0,0.42271027342976025,Mid,0.6914999009312464,0.35714285714285704,Low,Casual: Bargain Hunter,Dissatisfied
404,19,Male,Sneakers,Footwear,45,Nevada,M,Winter,4.5,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,624.0,0,1,0.11224489795918367,0,0.16792091836734696,Low,0.8877551020408163,0.15714285714285714,Low,Casual: Bargain Hunter,Highly Satisfied
405,35,Male,T-shirt,Clothing,93,Delaware,M,Spring,4.8,Yes,Store Pickup,Yes,11,Credit Card,Monthly,44.0,0,12,0.15543887457895778,0,0.34713629383792355,Mid,0.8445611254210422,0.14285714285714282,Low,Casual: Bargain Hunter,Highly Satisfied
406,41,Male,Jeans,Clothing,74,South Carolina,S,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,780.0,0,1,0.14285714285714282,0,0.2830357142857143,Low,0.8571428571428572,0.19999999999999993,Low,Casual: Bargain Hunter,Neutral
407,52,Male,Gloves,Accessories,55,Maryland,M,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,52.0,0,12,0.1758470378442639,0,0.2447128244501684,Low,0.8241529621557361,0.1714285714285714,Low,Casual: Bargain Hunter,Highly Satisfied
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Spring,3.1,Yes,Next Day Air,Yes,5,Credit Card,Bi-Weekly,2.5,0,104,0.5408163265306123,1,0.5576530612244898,High,0.4591836734693877,0.057142857142857134,Low,Loyal: Promo Dependent,Neutral
409,34,Male,Sneakers,Footwear,66,Alabama,L,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,72.0,0,26,0.47850208044382797,1,0.5144157420249653,High,0.521497919556172,0.4999999999999999,Mid,Loyal: Promo Dependent,Neutral
410,35,Male,Shorts,Clothing,51,Minnesota,M,Winter,3.3,Yes,2-Day Shipping,Yes,32,Bank Transfer,Monthly,128.0,0,12,0.369724588864672,1,0.38731486526649495,Mid,0.6302754111353279,0.4428571428571428,Mid,Loyal: Promo Dependent,Neutral
411,29,Male,Sweater,Clothing,26,Virginia,L,Spring,4.8,Yes,2-Day Shipping,Yes,1,Credit Card,Quarterly,13.0,0,4,0.014563106796116504,0,0.028944174757281553,Low,0.9854368932038835,0.0,Low,Casual: Bargain Hunter,Highly Satisfied
412,59,Male,Jeans,Clothing,29,Michigan,M,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,780.0,0,1,0.14285714285714282,0,0.14241071428571428,Low,0.8571428571428572,0.19999999999999993,Low,Casual: Bargain Hunter,Dissatisfied
413,24,Male,Jacket,Outerwear,74,Maine,M,Summer,3.1,Yes,Store Pickup,Yes,3,Bank Transfer,Weekly,3.0,0,52,0.26798097879928673,0,0.3583775014860313,Mid,0.7320190212007133,0.02857142857142857,Low,Casual: Bargain Hunter,Neutral
414,70,Male,Jewelry,Accessories,99,Nevada,S,Summer,4.6,Yes,Free Shipping,Yes,48,Cash,Monthly,192.0,0,12,0.532989894987121,1,0.6679271101644542,High,0.467010105012879,0.6714285714285714,High,Loyal: Promo Dependent,Highly Satisfied
415,29,Male,Backpack,Accessories,88,Wyoming,L,Winter,2.6,Yes,Store Pickup,Yes,30,Debit Card,Weekly,30.0,0,52,0.5434911828809192,1,0.6225356647513374,High,0.45650881711908076,0.4142857142857142,Mid,Loyal: Promo Dependent,Dissatisfied
416,67,Male,Coat,Outerwear,31,Connecticut,M,Winter,2.6,Yes,Express,Yes,40,Bank Transfer,Monthly,160.0,0,12,0.4513572419258965,1,0.3901209877154745,Mid,0.5486427580741036,0.557142857142857,Mid,Loyal: Promo Dependent,Dissatisfied
417,36,Male,Belt,Accessories,55,Oregon,L,Spring,3.8,Yes,Free Shipping,Yes,24,Bank Transfer,Fortnightly,48.0,0,26,0.35605310085199127,0,0.38208155835149593,Mid,0.6439468991480087,0.3285714285714285,Low,Casual: Bargain Hunter,Neutral
418,23,Male,Sandals,Footwear,81,Mississippi,L,Fall,4.5,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,624.0,0,4,0.49415494353081035,1,0.5844926441450367,High,0.5058450564691896,0.6714285714285714,High,Loyal: Promo Dependent,Highly Satisfied
419,18,Male,Sweater,Clothing,73,Illinois,L,Spring,3.0,Yes,Standard,Yes,27,Venmo,Bi-Weekly,13.5,0,104,0.7653061224489796,1,0.7278698979591837,High,0.23469387755102045,0.37142857142857133,Low,Loyal: Promo Dependent,Dissatisfied
420,53,Male,Shorts,Clothing,91,Utah,S,Winter,3.7,Yes,Free Shipping,Yes,14,Credit Card,Quarterly,182.0,1,4,0.14721616802060628,0,0.3381916237368734,Mid,0.8527838319793937,0.18571428571428567,Low,Casual: Bargain Hunter,Neutral
421,32,Male,Socks,Clothing,54,North Carolina,S,Spring,3.8,Yes,Free Shipping,Yes,18,Debit Card,Bi-Weekly,9.0,0,104,0.673469387755102,1,0.5950255102040816,High,0.326530612244898,0.2428571428571428,Low,Loyal: Promo Dependent,Neutral
422,38,Male,Shirt,Clothing,40,Kentucky,M,Winter,3.5,Yes,Standard,Yes,48,Cash,Bi-Weekly,24.0,0,104,0.9795918367346939,1,0.7961734693877551,High,0.020408163265306145,0.6714285714285714,High,Loyal: Promo Dependent,Neutral
423,47,Male,Pants,Clothing,59,Minnesota,M,Fall,3.1,Yes,Store Pickup,Yes,32,Debit Card,Annually,1664.0,0,1,0.31632653061224486,0,0.3749362244897959,Mid,0.6836734693877551,0.4428571428571428,Mid,Casual: Bargain Hunter,Neutral
424,46,Male,Scarf,Accessories,26,New York,L,Spring,3.0,Yes,Store Pickup,Yes,21,Credit Card,Bi-Weekly,10.5,0,104,0.7040816326530612,1,0.532015306122449,High,0.29591836734693877,0.28571428571428564,Low,Loyal: Promo Dependent,Dissatisfied
425,66,Male,Sweater,Clothing,23,Illinois,M,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,84.0,0,26,0.5397265702397464,1,0.4290203338617,Mid,0.46027342976025365,0.5857142857142856,Mid,Loyal: Promo Dependent,Highly Satisfied
426,40,Male,Jeans,Clothing,87,North Dakota,S,Winter,3.3,Yes,Store Pickup,Yes,4,Credit Card,Quarterly,52.0,0,4,0.04517535169407569,0,0.24405897067564894,Low,0.9548246483059243,0.04285714285714285,Low,Casual: Bargain Hunter,Neutral
427,43,Male,Pants,Clothing,71,Louisiana,M,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly,247.0,0,4,0.19823657618387158,0,0.3165079502674856,Low,0.8017634238161284,0.2571428571428571,Low,Casual: Bargain Hunter,Highly Satisfied
428,58,Male,Backpack,Accessories,91,Illinois,L,Winter,4.5,Yes,Store Pickup,Yes,6,Credit Card,Quarterly,78.0,0,4,0.0655835149593818,0,0.2728855012878938,Low,0.9344164850406182,0.07142857142857142,Low,Casual: Bargain Hunter,Highly Satisfied
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Winter,2.9,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,4.0,0,26,0.13156330493362395,0,0.23061472161680208,Low,0.868436695066376,0.014285714285714284,Low,Casual: Bargain Hunter,Dissatisfied
430,42,Male,Sandals,Footwear,94,Washington,M,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly,42.0,0,26,0.32544085595403205,0,0.4794667624331286,Mid,0.674559144045968,0.28571428571428564,Low,Casual: Bargain Hunter,Highly Satisfied
432,43,Male,Hat,Accessories,76,New Hampshire,L,Winter,3.4,Yes,Store Pickup,Yes,33,Cash,Fortnightly,66.0,0,26,0.4478898355458688,1,0.521175946106598,High,0.5521101644541312,0.4571428571428571,Mid,Loyal: Promo Dependent,Neutral
433,47,Male,Shirt,Clothing,86,Indiana,S,Fall,3.3,Yes,Free Shipping,Yes,26,Venmo,Weekly,26.0,0,52,0.5026748563503071,1,0.5836326035268475,High,0.49732514364969294,0.35714285714285704,Low,Loyal: Promo Dependent,Neutral
434,49,Male,Skirt,Clothing,92,Alabama,M,Fall,3.2,Yes,Store Pickup,Yes,23,Credit Card,Fortnightly,46.0,0,26,0.3458490192193382,0,0.48954329304537353,High,0.6541509807806618,0.3142857142857142,Low,Casual: Bargain Hunter,Neutral
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Spring,4.0,Yes,Store Pickup,Yes,39,PayPal,Quarterly,507.0,0,4,0.40231820883693276,1,0.42039825638993455,Mid,0.5976817911630672,0.5428571428571427,Mid,Loyal: Promo Dependent,Neutral
436,51,Male,Coat,Outerwear,28,Montana,XL,Winter,3.6,Yes,Next Day Air,Yes,42,Bank Transfer,Monthly,168.0,0,12,0.47176540519120264,1,0.39707251832771945,Mid,0.5282345948087974,0.5857142857142856,Mid,Loyal: Promo Dependent,Neutral
437,40,Male,Pants,Clothing,46,Tennessee,L,Summer,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Weekly,41.0,0,52,0.6557360808401029,1,0.5810815831186844,High,0.34426391915989707,0.5714285714285713,Mid,Loyal: Promo Dependent,Highly Satisfied
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Summer,2.6,Yes,Next Day Air,Yes,41,PayPal,Annually,2132.0,0,1,0.4081632653061224,1,0.42028061224489793,Mid,0.5918367346938775,0.5714285714285713,Mid,Loyal: Promo Dependent,Dissatisfied
439,52,Male,Belt,Accessories,23,Iowa,M,Winter,4.3,Yes,Express,Yes,12,Credit Card,Fortnightly,24.0,0,26,0.23360412126015456,0,0.18412237467802656,Low,0.7663958787398455,0.15714285714285714,Low,Casual: Bargain Hunter,Highly Satisfied
440,62,Male,Jacket,Outerwear,50,Idaho,M,Summer,3.4,Yes,Free Shipping,Yes,31,Cash,Monthly,124.0,0,12,0.35952050723201895,0,0.37602659996037247,Mid,0.6404794927679811,0.4285714285714285,Mid,Casual: Bargain Hunter,Neutral
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Winter,3.5,Yes,Store Pickup,Yes,34,Debit Card,Fortnightly,68.0,0,26,0.4580939171785219,1,0.5699642114127204,High,0.5419060828214781,0.47142857142857136,Mid,Loyal: Promo Dependent,Neutral
442,43,Male,Hoodie,Clothing,81,Florida,M,Winter,4.2,Yes,Standard,Yes,32,Credit Card,Annually,1664.0,0,1,0.31632653061224486,0,0.4436862244897959,Mid,0.6836734693877551,0.4428571428571428,Mid,Casual: Bargain Hunter,Highly Satisfied
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Fall,3.7,Yes,Store Pickup,Yes,31,Credit Card,Quarterly,403.0,1,4,0.3206855557757083,0,0.408217133940955,Mid,0.6793144442242918,0.4285714285714285,Mid,Casual: Bargain Hunter,Neutral
445,48,Male,Dress,Clothing,20,California,M,Summer,4.3,Yes,Store Pickup,Yes,31,Debit Card,Annually,1612.0,0,1,0.3061224489795918,0,0.24489795918367344,Low,0.6938775510204083,0.4285714285714285,Mid,Casual: Bargain Hunter,Highly Satisfied
446,42,Male,Boots,Footwear,29,Iowa,M,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,936.0,0,1,0.173469387755102,0,0.16690051020408161,Low,0.826530612244898,0.2428571428571428,Low,Casual: Bargain Hunter,Highly Satisfied
447,19,Male,Shirt,Clothing,74,West Virginia,M,Summer,4.1,Yes,Store Pickup,Yes,15,Venmo,Monthly,60.0,0,12,0.19625520110957,0,0.32041435506241334,Mid,0.80374479889043,0.19999999999999993,Low,Casual: Bargain Hunter,Highly Satisfied
448,60,Male,Shorts,Clothing,82,Washington,S,Spring,3.6,Yes,Standard,Yes,7,Bank Transfer,Quarterly,91.0,0,4,0.07578759659203486,0,0.2529237665940163,Low,0.9242124034079652,0.0857142857142857,Low,Casual: Bargain Hunter,Neutral
449,32,Male,Gloves,Accessories,23,Missouri,M,Summer,3.4,Yes,Next Day Air,Yes,35,Bank Transfer,Fortnightly,70.0,0,26,0.4682979988111749,1,0.37187747671884286,Mid,0.5317020011888252,0.4857142857142856,Mid,Loyal: Promo Dependent,Neutral
450,26,Male,Jewelry,Accessories,45,New York,L,Summer,2.9,Yes,2-Day Shipping,Yes,35,Bank Transfer,Monthly,140.0,0,12,0.4003368337626312,1,0.3930546611848622,Mid,0.5996631662373688,0.4857142857142856,Mid,Loyal: Promo Dependent,Dissatisfied
451,25,Male,Boots,Footwear,21,Connecticut,L,Summer,2.7,Yes,Store Pickup,Yes,19,Credit Card,Monthly,76.0,0,12,0.23707152764018227,0,0.1874424162869031,Low,0.7629284723598178,0.2571428571428571,Low,Casual: Bargain Hunter,Dissatisfied
452,66,Male,Jewelry,Accessories,31,Virginia,M,Summer,4.3,Yes,Express,Yes,26,Credit Card,Fortnightly,52.0,0,26,0.37646126411729736,1,0.3234080889637408,Mid,0.6235387358827027,0.35714285714285704,Low,Loyal: Promo Dependent,Highly Satisfied
453,45,Male,Pants,Clothing,45,Missouri,M,Summer,3.7,Yes,Express,Yes,39,PayPal,Fortnightly,78.0,1,26,0.5091143253417871,1,0.4732805379433326,Mid,0.49088567465821287,0.5428571428571427,Mid,Loyal: Promo Dependent,Neutral
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Winter,2.8,Yes,Next Day Air,Yes,22,Credit Card,Weekly,22.0,0,52,0.46185852981969483,1,0.4572295423023578,Mid,0.5381414701803051,0.29999999999999993,Low,Loyal: Promo Dependent,Dissatisfied
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Summer,3.2,Yes,Next Day Air,Yes,14,Cash,Bi-Weekly,7.0,0,104,0.6326530612244898,1,0.6967474489795918,High,0.36734693877551017,0.18571428571428567,Low,Loyal: Promo Dependent,Neutral
456,54,Male,Blouse,Clothing,100,Utah,XL,Fall,3.6,Yes,Store Pickup,Yes,50,Debit Card,Fortnightly,100.0,0,26,0.6213592233009708,1,0.7349514563106796,High,0.3786407766990292,0.7,High,Loyal: Promo Dependent,Neutral
457,50,Male,Blouse,Clothing,96,North Carolina,S,Fall,4.0,Yes,2-Day Shipping,Yes,33,Credit Card,Quarterly,429.0,0,4,0.34109371904101443,0,0.5089186645532,High,0.6589062809589856,0.4571428571428571,Mid,Casual: Bargain Hunter,Neutral
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Quarterly,624.0,0,4,0.49415494353081035,1,0.6407426441450367,High,0.5058450564691896,0.6714285714285714,High,Loyal: Promo Dependent,Highly Satisfied
459,47,Male,Shorts,Clothing,91,Arkansas,L,Winter,4.0,Yes,2-Day Shipping,Yes,48,PayPal,Monthly,192.0,0,12,0.532989894987121,1,0.642927110164454,High,0.467010105012879,0.6714285714285714,High,Loyal: Promo Dependent,Neutral
460,63,Male,Hat,Accessories,30,Maryland,L,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,54.0,0,26,0.38666534574995043,1,0.32844635426986324,Mid,0.6133346542500495,0.37142857142857133,Low,Loyal: Promo Dependent,Neutral
461,64,Male,Shoes,Footwear,65,South Carolina,L,Summer,3.8,Yes,Store Pickup,Yes,27,Bank Transfer,Weekly,27.0,1,52,0.5128789379829601,1,0.52617086883297,High,0.48712106201703986,0.37142857142857133,Low,Loyal: Promo Dependent,Neutral
462,18,Male,Boots,Footwear,93,Ohio,M,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,20.0,0,52,0.44145036655438874,1,0.5565280116901129,High,0.5585496334456113,0.27142857142857135,Low,Loyal: Promo Dependent,Neutral
463,59,Male,Jacket,Outerwear,81,Illinois,M,Fall,3.3,Yes,Express,Yes,48,Venmo,Quarterly,624.0,0,4,0.49415494353081035,1,0.5844926441450367,High,0.5058450564691896,0.6714285714285714,High,Loyal: Promo Dependent,Neutral
464,37,Male,Jewelry,Accessories,81,Georgia,S,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,29.0,0,52,0.5332871012482663,1,0.592497399445215,High,0.4667128987517337,0.39999999999999997,Mid,Loyal: Promo Dependent,Dissatisfied
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Winter,4.7,Yes,Next Day Air,Yes,45,PayPal,Monthly,180.0,0,12,0.5023776500891618,1,0.49656231424608677,High,0.4976223499108382,0.6285714285714284,Mid,Loyal: Promo Dependent,Highly Satisfied
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Summer,2.8,Yes,Next Day Air,Yes,25,Cash,Quarterly,325.0,0,4,0.25946106597978996,0,0.4186125421042204,Mid,0.74053893402021,0.3428571428571428,Low,Casual: Bargain Hunter,Dissatisfied
467,38,Male,Jeans,Clothing,24,Vermont,L,Winter,4.6,Yes,Free Shipping,Yes,25,PayPal,Weekly,25.0,0,52,0.49247077471765405,1,0.3817193382207252,Mid,0.507529225282346,0.3428571428571428,Low,Loyal: Promo Dependent,Highly Satisfied
468,19,Male,Backpack,Accessories,51,Nebraska,S,Spring,4.5,Yes,2-Day Shipping,Yes,37,Debit Card,Quarterly,481.0,0,4,0.38191004557162667,1,0.40094672577768975,Mid,0.6180899544283733,0.5142857142857142,Mid,Loyal: Promo Dependent,Highly Satisfied
469,34,Male,Backpack,Accessories,38,Georgia,S,Fall,5.0,Yes,Free Shipping,Yes,16,Cash,Quarterly,208.0,0,4,0.1676243312859124,0,0.1888931543491183,Low,0.8323756687140876,0.21428571428571425,Low,Casual: Bargain Hunter,Highly Satisfied
470,21,Male,Shorts,Clothing,46,Alabama,L,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly,15.0,0,104,0.7959183673469388,1,0.667984693877551,High,0.20408163265306123,0.4142857142857142,Mid,Loyal: Promo Dependent,Highly Satisfied
471,50,Male,Dress,Clothing,63,Minnesota,L,Summer,4.6,Yes,Express,Yes,6,Cash,Quarterly,78.0,0,4,0.0655835149593818,0,0.18538550128789383,Low,0.9344164850406182,0.07142857142857142,Low,Casual: Bargain Hunter,Highly Satisfied
472,55,Male,Scarf,Accessories,72,Missouri,XL,Winter,4.9,Yes,2-Day Shipping,Yes,36,Bank Transfer,Quarterly,468.0,0,4,0.3717059639389736,1,0.45840846047156725,Mid,0.6282940360610264,0.4999999999999999,Mid,Loyal: Promo Dependent,Highly Satisfied
473,20,Male,Jeans,Clothing,39,Georgia,L,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly,39.0,0,4,0.03497127006142263,0,0.08589570536952645,Low,0.9650287299385774,0.02857142857142857,Low,Casual: Bargain Hunter,Neutral
474,34,Male,Coat,Outerwear,42,West Virginia,L,Spring,3.9,Yes,Store Pickup,Yes,29,PayPal,Quarterly,377.0,0,4,0.3002773925104022,0,0.3075156033287101,Low,0.6997226074895978,0.39999999999999997,Mid,Casual: Bargain Hunter,Neutral
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Summer,2.6,Yes,2-Day Shipping,Yes,15,Cash,Quarterly,195.0,0,4,0.15742024965325932,0,0.29947988904299583,Low,0.8425797503467407,0.19999999999999993,Low,Casual: Bargain Hunter,Dissatisfied
476,21,Male,Sneakers,Footwear,66,Ohio,L,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually,936.0,0,1,0.173469387755102,0,0.2825255102040816,Low,0.826530612244898,0.2428571428571428,Low,Casual: Bargain Hunter,Dissatisfied
477,21,Male,Scarf,Accessories,90,Connecticut,M,Spring,3.5,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,4.0,0,26,0.13156330493362395,0,0.31186472161680207,Low,0.868436695066376,0.014285714285714284,Low,Casual: Bargain Hunter,Neutral
478,42,Male,Sweater,Clothing,56,North Dakota,M,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly,49.0,0,52,0.7373687339013275,1,0.677637705567664,High,0.2626312660986725,0.6857142857142856,High,Loyal: Promo Dependent,Neutral
480,39,Male,Handbag,Accessories,84,Iowa,L,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly,172.0,0,12,0.4819694868238557,1,0.5802357836338419,High,0.5180305131761442,0.6,Mid,Loyal: Promo Dependent,Neutral
481,68,Male,Hoodie,Clothing,88,Vermont,M,Summer,4.8,Yes,Standard,Yes,30,Debit Card,Bi-Weekly,15.0,0,104,0.7959183673469388,1,0.799234693877551,High,0.20408163265306123,0.4142857142857142,Mid,Loyal: Promo Dependent,Highly Satisfied
482,46,Male,Hat,Accessories,88,Wisconsin,L,Fall,3.2,Yes,2-Day Shipping,Yes,10,PayPal,Fortnightly,20.0,0,26,0.21319595799484842,0,0.37092084406578163,Mid,0.7868040420051516,0.12857142857142856,Low,Casual: Bargain Hunter,Neutral
483,41,Male,Belt,Accessories,42,Connecticut,M,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually,572.0,0,1,0.1020408163265306,0,0.1503826530612245,Low,0.8979591836734694,0.14285714285714282,Low,Casual: Bargain Hunter,Dissatisfied
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,Fall,3.9,Yes,Store Pickup,Yes,12,Debit Card,Weekly,12.0,0,52,0.35981771349316427,0,0.42872188924113336,Mid,0.6401822865068357,0.15714285714285714,Low,Casual: Bargain Hunter,Neutral
485,68,Male,Hat,Accessories,73,Missouri,L,Summer,4.7,Yes,Free Shipping,Yes,28,Bank Transfer,Quarterly,364.0,0,4,0.2900733108777491,0,0.3962273380225877,Mid,0.7099266891222509,0.3857142857142857,Low,Casual: Bargain Hunter,Highly Satisfied
486,48,Male,Shoes,Footwear,44,Tennessee,S,Spring,2.6,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,72.0,0,26,0.47850208044382797,1,0.4456657420249653,Mid,0.521497919556172,0.4999999999999999,Mid,Loyal: Promo Dependent,Dissatisfied
487,38,Male,Sandals,Footwear,63,New Mexico,M,Fall,2.8,Yes,Store Pickup,Yes,37,Venmo,Quarterly,481.0,0,4,0.38191004557162667,1,0.4384467257776897,Mid,0.6180899544283733,0.5142857142857142,Mid,Loyal: Promo Dependent,Dissatisfied
488,41,Male,Jacket,Outerwear,68,Iowa,L,Winter,4.4,Yes,Store Pickup,Yes,22,Credit Card,Quarterly,286.0,0,4,0.22884882108183074,0,0.33162274618585297,Mid,0.7711511789181693,0.29999999999999993,Low,Casual: Bargain Hunter,Highly Satisfied
489,58,Male,Sweater,Clothing,29,Maine,L,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,32.0,0,52,0.5638993461462254,1,0.45448719536358234,Mid,0.4361006538537746,0.4428571428571428,Mid,Loyal: Promo Dependent,Highly Satisfied
